time,open,high,low,close,volume,spread
2018-01-02 04:00:00+00:00,1.35224,1.35367,1.3517700000000001,1.35341,2409,0
2018-01-02 08:00:00+00:00,1.3534,1.3566,1.35327,1.35504,8311,0
2018-01-02 12:00:00+00:00,1.35504,1.3584800000000001,1.3542,1.35786,6607,0
2018-01-02 16:00:00+00:00,1.35784,1.35998,1.35734,1.3596,5324,0
2018-01-02 20:00:00+00:00,1.35959,1.35999,1.35863,1.35941,2921,0
2018-01-03 00:00:00+00:00,1.3594,1.36047,1.35883,1.35944,3561,0
2018-01-03 04:00:00+00:00,1.3594300000000001,1.36123,1.35876,1.35942,3772,0
2018-01-03 08:00:00+00:00,1.35944,1.36011,1.35595,1.35622,7110,0
2018-01-03 12:00:00+00:00,1.35621,1.35687,1.34938,1.35141,7203,0
2018-01-03 16:00:00+00:00,1.3514,1.35262,1.35026,1.35165,5088,0
2018-01-03 20:00:00+00:00,1.35168,1.35229,1.3508200000000001,1.35107,3382,0
2018-01-04 00:00:00+00:00,1.35107,1.35205,1.35053,1.35178,3602,0
2018-01-04 04:00:00+00:00,1.35179,1.35298,1.35134,1.35178,3751,0
2018-01-04 08:00:00+00:00,1.3518,1.35552,1.3516,1.35551,6278,0
2018-01-04 12:00:00+00:00,1.35551,1.35594,1.35309,1.3552,7168,0
2018-01-04 16:00:00+00:00,1.3552,1.35558,1.35358,1.35545,4862,0
2018-01-04 20:00:00+00:00,1.35545,1.35558,1.35449,1.3551199999999999,2811,0
2018-01-05 00:00:00+00:00,1.3550900000000001,1.35679,1.35491,1.35654,3018,0
2018-01-05 04:00:00+00:00,1.35653,1.35769,1.3548200000000001,1.3548200000000001,4157,0
2018-01-05 08:00:00+00:00,1.3548,1.35528,1.3523100000000001,1.35473,5545,0
2018-01-05 12:00:00+00:00,1.35477,1.35819,1.35427,1.3562,9092,0
2018-01-05 16:00:00+00:00,1.35621,1.3572600000000001,1.35574,1.35657,4563,0
2018-01-05 20:00:00+00:00,1.35655,1.35693,1.35632,1.35657,1302,0
2018-01-08 00:00:00+00:00,1.35745,1.3585099999999999,1.35629,1.3568,3709,0
2018-01-08 04:00:00+00:00,1.3568,1.35681,1.35386,1.35386,3923,0
2018-01-08 08:00:00+00:00,1.3538700000000001,1.3553899999999999,1.35229,1.35404,6182,0
2018-01-08 12:00:00+00:00,1.35403,1.3580999999999999,1.35358,1.35804,7070,0
2018-01-08 16:00:00+00:00,1.35805,1.35846,1.35558,1.35641,4896,0
2018-01-08 20:00:00+00:00,1.35644,1.35709,1.35594,1.35696,2598,0
2018-01-09 00:00:00+00:00,1.35697,1.3582,1.35577,1.35782,3743,0
2018-01-09 04:00:00+00:00,1.35782,1.3578299999999999,1.35439,1.35463,3820,0
2018-01-09 08:00:00+00:00,1.35462,1.35474,1.3513600000000001,1.35373,6705,0
2018-01-09 12:00:00+00:00,1.35372,1.35412,1.3505,1.3523800000000001,6128,0
2018-01-09 16:00:00+00:00,1.35237,1.35379,1.3510900000000001,1.35337,4563,0
2018-01-09 20:00:00+00:00,1.35336,1.35412,1.35291,1.3529499999999999,2913,0
2018-01-10 00:00:00+00:00,1.35294,1.35381,1.3525800000000001,1.3532899999999999,3394,0
2018-01-10 04:00:00+00:00,1.35328,1.35348,1.35072,1.35079,4428,0
2018-01-10 08:00:00+00:00,1.35081,1.35616,1.34815,1.35528,9069,0
2018-01-10 12:00:00+00:00,1.35529,1.35588,1.35079,1.3533,8038,0
2018-01-10 16:00:00+00:00,1.35332,1.35332,1.35041,1.35104,5983,0
2018-01-10 20:00:00+00:00,1.35101,1.3513899999999999,1.3504800000000001,1.35115,3105,0
2018-01-11 00:00:00+00:00,1.35114,1.35163,1.34969,1.35039,4875,0
2018-01-11 04:00:00+00:00,1.3504,1.35043,1.34731,1.34846,4540,0
2018-01-11 08:00:00+00:00,1.34845,1.34973,1.346,1.34625,6096,0
2018-01-11 12:00:00+00:00,1.34622,1.35473,1.34579,1.3535,10215,0
2018-01-11 16:00:00+00:00,1.35349,1.35542,1.3529499999999999,1.35388,5266,0
2018-01-11 20:00:00+00:00,1.3538299999999999,1.35429,1.353,1.35407,3561,0
2018-01-12 00:00:00+00:00,1.35407,1.35643,1.35396,1.35487,3823,0
2018-01-12 04:00:00+00:00,1.35487,1.35562,1.35397,1.35449,4187,0
2018-01-12 08:00:00+00:00,1.3545099999999999,1.36404,1.3537,1.3639299999999999,8932,0
2018-01-12 12:00:00+00:00,1.36392,1.36924,1.36107,1.36887,11622,0
2018-01-12 16:00:00+00:00,1.36886,1.37361,1.3677000000000001,1.37356,8049,0
2018-01-12 20:00:00+00:00,1.37357,1.37435,1.37263,1.37289,3278,0
2018-01-15 00:00:00+00:00,1.37313,1.37487,1.37293,1.37401,5508,0
2018-01-15 04:00:00+00:00,1.37399,1.3768,1.3731200000000001,1.37548,6874,0
2018-01-15 08:00:00+00:00,1.37549,1.38191,1.37325,1.37713,9895,0
2018-01-15 12:00:00+00:00,1.37713,1.38042,1.37649,1.38011,8126,0
2018-01-15 16:00:00+00:00,1.38012,1.38168,1.37909,1.37938,7492,0
2018-01-15 20:00:00+00:00,1.37938,1.38,1.3789799999999999,1.37936,4349,0
2018-01-16 00:00:00+00:00,1.37936,1.38052,1.37827,1.37827,4538,0
2018-01-16 04:00:00+00:00,1.37828,1.3802400000000001,1.37756,1.37872,5790,0
2018-01-16 08:00:00+00:00,1.3787,1.37951,1.37418,1.3746399999999999,8100,0
2018-01-16 12:00:00+00:00,1.37467,1.37775,1.37449,1.3774,8244,0
2018-01-16 16:00:00+00:00,1.37738,1.3799000000000001,1.37638,1.37931,5509,0
2018-01-16 20:00:00+00:00,1.37931,1.37992,1.37863,1.37969,3105,0
2018-01-17 00:00:00+00:00,1.37969,1.38351,1.37855,1.37888,6562,0
2018-01-17 04:00:00+00:00,1.3789,1.37938,1.3756599999999999,1.37587,6748,0
2018-01-17 08:00:00+00:00,1.37588,1.38069,1.37588,1.37852,7770,0
2018-01-17 12:00:00+00:00,1.3785,1.38374,1.3776,1.38341,8465,0
2018-01-17 16:00:00+00:00,1.3834,1.39418,1.3820999999999999,1.38794,10106,0
2018-01-17 20:00:00+00:00,1.38795,1.3881299999999999,1.38058,1.38246,7580,0
2018-01-18 00:00:00+00:00,1.38246,1.3838300000000001,1.3805100000000001,1.38077,5975,0
2018-01-18 04:00:00+00:00,1.3807800000000001,1.38472,1.38045,1.38304,6029,0
2018-01-18 08:00:00+00:00,1.38303,1.38887,1.38208,1.38831,7852,0
2018-01-18 12:00:00+00:00,1.38829,1.38937,1.38545,1.38811,8730,0
2018-01-18 16:00:00+00:00,1.38811,1.39128,1.38643,1.38934,7226,0
2018-01-18 20:00:00+00:00,1.38933,1.38995,1.38763,1.38924,4776,0
2018-01-19 00:00:00+00:00,1.38924,1.39234,1.38877,1.39198,5704,0
2018-01-19 04:00:00+00:00,1.39198,1.39199,1.3892,1.39189,5778,0
2018-01-19 08:00:00+00:00,1.3919000000000001,1.39446,1.38651,1.38882,10397,0
2018-01-19 12:00:00+00:00,1.3888099999999999,1.3888099999999999,1.3838,1.38449,9910,0
2018-01-19 16:00:00+00:00,1.3845,1.38806,1.3844,1.38719,5867,0
2018-01-19 20:00:00+00:00,1.38718,1.38742,1.38474,1.38507,2162,0
2018-01-21 20:00:00+00:00,1.38895,1.38948,1.38739,1.3890500000000001,2850,0
2018-01-22 00:00:00+00:00,1.38903,1.38903,1.3856899999999999,1.38718,6641,0
2018-01-22 04:00:00+00:00,1.38718,1.38955,1.3857300000000001,1.38869,5858,0
2018-01-22 08:00:00+00:00,1.38869,1.39157,1.38862,1.39008,7399,0
2018-01-22 12:00:00+00:00,1.39008,1.397,1.38848,1.3968,7989,0
2018-01-22 16:00:00+00:00,1.3968,1.39877,1.39298,1.3982,7026,0
2018-01-22 20:00:00+00:00,1.39822,1.39903,1.39791,1.39833,4003,0
2018-01-23 00:00:00+00:00,1.3983400000000001,1.40028,1.39783,1.39816,6286,0
2018-01-23 04:00:00+00:00,1.39816,1.39939,1.39595,1.39636,6145,0
2018-01-23 08:00:00+00:00,1.39639,1.39656,1.39307,1.39318,7916,0
2018-01-23 12:00:00+00:00,1.39319,1.40267,1.3915600000000001,1.40181,11453,0
2018-01-23 16:00:00+00:00,1.40182,1.40201,1.39636,1.39997,7458,0
2018-01-23 20:00:00+00:00,1.39995,1.4018,1.39932,1.40116,3668,0
2018-01-24 00:00:00+00:00,1.40117,1.4043,1.40005,1.40347,6201,0
2018-01-24 04:00:00+00:00,1.40347,1.40485,1.40198,1.40324,7268,0
2018-01-24 08:00:00+00:00,1.4032,1.4148100000000001,1.40276,1.4136199999999999,12169,0
2018-01-24 12:00:00+00:00,1.41361,1.4241,1.41302,1.4222000000000001,14404,0
2018-01-24 16:00:00+00:00,1.42219,1.4227400000000001,1.41865,1.42154,9020,0
2018-01-24 20:00:00+00:00,1.4215499999999999,1.42625,1.42022,1.42197,5946,0
2018-01-25 00:00:00+00:00,1.42198,1.43048,1.42137,1.4292099999999999,8787,0
2018-01-25 04:00:00+00:00,1.4292099999999999,1.43278,1.42449,1.42544,13627,0
2018-01-25 08:00:00+00:00,1.42539,1.42927,1.42329,1.42564,13593,0
2018-01-25 12:00:00+00:00,1.42563,1.43448,1.42509,1.4301300000000001,18582,0
2018-01-25 16:00:00+00:00,1.43014,1.4308100000000001,1.40827,1.41245,16323,0
2018-01-25 20:00:00+00:00,1.41249,1.4169800000000001,1.41086,1.41491,10662,0
2018-01-26 00:00:00+00:00,1.41491,1.4191099999999999,1.41455,1.41871,8332,0
2018-01-26 04:00:00+00:00,1.41871,1.42615,1.41652,1.42432,9712,0
2018-01-26 08:00:00+00:00,1.42435,1.42847,1.42179,1.42474,13670,0
2018-01-26 12:00:00+00:00,1.42473,1.4252500000000001,1.41473,1.41817,16061,0
2018-01-26 16:00:00+00:00,1.41812,1.42072,1.41439,1.41564,12133,0
2018-01-26 20:00:00+00:00,1.41563,1.4167100000000001,1.41363,1.41591,3667,0
2018-01-28 20:00:00+00:00,1.41354,1.41516,1.41291,1.41502,2654,0
2018-01-29 00:00:00+00:00,1.41499,1.41578,1.41104,1.41421,7931,0
2018-01-29 04:00:00+00:00,1.4142299999999999,1.4148,1.41114,1.41261,7605,0
2018-01-29 08:00:00+00:00,1.41261,1.41363,1.40578,1.4062000000000001,12131,0
2018-01-29 12:00:00+00:00,1.40618,1.40963,1.4057,1.40631,12003,0
2018-01-29 16:00:00+00:00,1.4062999999999999,1.40793,1.40252,1.40765,9710,0
2018-01-29 20:00:00+00:00,1.40767,1.40781,1.40671,1.4072200000000001,3682,0
2018-01-30 00:00:00+00:00,1.40723,1.40769,1.40355,1.40551,6697,0
2018-01-30 04:00:00+00:00,1.40551,1.40602,1.39848,1.39947,8376,0
2018-01-30 08:00:00+00:00,1.39942,1.41273,1.39798,1.4127100000000001,13527,0
2018-01-30 12:00:00+00:00,1.41269,1.41535,1.4104700000000001,1.41098,13264,0
2018-01-30 16:00:00+00:00,1.41095,1.4166,1.40979,1.41525,10539,0
2018-01-30 20:00:00+00:00,1.41521,1.41571,1.41356,1.41548,5212,0
2018-01-31 00:00:00+00:00,1.41548,1.41838,1.41356,1.41781,8621,0
2018-01-31 04:00:00+00:00,1.41783,1.42126,1.41657,1.4185400000000001,8245,0
2018-01-31 08:00:00+00:00,1.41853,1.41971,1.41216,1.41604,13545,0
2018-01-31 12:00:00+00:00,1.4160300000000001,1.41835,1.41466,1.41654,6529,0
2018-01-31 16:00:00+00:00,1.41941,1.42011,1.41742,1.41836,5649,0
2018-01-31 20:00:00+00:00,1.41852,1.4211,1.41506,1.41961,14601,0
2018-02-01 00:00:00+00:00,1.41962,1.42131,1.4184999999999999,1.41958,6452,0
2018-02-01 04:00:00+00:00,1.41958,1.4203700000000001,1.41622,1.41702,5567,0
2018-02-01 08:00:00+00:00,1.41702,1.4274200000000001,1.41591,1.4230800000000001,15200,0
2018-02-01 12:00:00+00:00,1.4230800000000001,1.42448,1.41892,1.42051,11911,0
2018-02-01 16:00:00+00:00,1.42052,1.4261599999999999,1.41975,1.42529,11649,0
2018-02-01 20:00:00+00:00,1.4253,1.42777,1.425,1.42622,8312,0
2018-02-02 00:00:00+00:00,1.4262299999999999,1.42775,1.42502,1.42536,6403,0
2018-02-02 04:00:00+00:00,1.42537,1.42719,1.42483,1.42604,5312,0
2018-02-02 08:00:00+00:00,1.42602,1.42726,1.42019,1.4218899999999999,10632,0
2018-02-02 12:00:00+00:00,1.42188,1.4233,1.41357,1.41385,12305,0
2018-02-02 16:00:00+00:00,1.41387,1.41737,1.41008,1.4151099999999999,12660,0
2018-02-02 20:00:00+00:00,1.4151,1.41516,1.41113,1.41218,4970,0
2018-02-04 20:00:00+00:00,1.40998,1.41127,1.40821,1.411,2562,0
2018-02-05 00:00:00+00:00,1.41101,1.4126400000000001,1.4097,1.41132,6639,0
2018-02-05 04:00:00+00:00,1.41134,1.41284,1.40883,1.40894,6927,0
2018-02-05 08:00:00+00:00,1.40896,1.415,1.404,1.40489,11447,0
2018-02-05 12:00:00+00:00,1.4049,1.40581,1.39865,1.4015900000000001,12559,0
2018-02-05 16:00:00+00:00,1.4016,1.4035,1.3989099999999999,1.40009,10391,0
2018-02-05 20:00:00+00:00,1.40002,1.40215,1.39422,1.39436,12397,0
2018-02-06 00:00:00+00:00,1.39435,1.39756,1.39375,1.39581,8795,0
2018-02-06 04:00:00+00:00,1.3957899999999999,1.39846,1.3940299999999999,1.39602,9287,0
2018-02-06 08:00:00+00:00,1.39598,1.39987,1.3915,1.3933,13337,0
2018-02-06 12:00:00+00:00,1.39329,1.39329,1.38358,1.39077,15866,0
2018-02-06 16:00:00+00:00,1.39074,1.39798,1.39045,1.39575,12347,0
2018-02-06 20:00:00+00:00,1.3957600000000001,1.39658,1.39404,1.39572,6784,0
2018-02-07 00:00:00+00:00,1.39572,1.39683,1.39472,1.39627,5459,0
2018-02-07 04:00:00+00:00,1.39624,1.39932,1.3949099999999999,1.3954,6471,0
2018-02-07 08:00:00+00:00,1.39543,1.39577,1.3872,1.389,11738,0
2018-02-07 12:00:00+00:00,1.38899,1.39375,1.3872900000000001,1.38829,11700,0
2018-02-07 16:00:00+00:00,1.38829,1.3902999999999999,1.38483,1.38804,12022,0
2018-02-07 20:00:00+00:00,1.38806,1.38856,1.3869099999999999,1.38784,5152,0
2018-02-08 00:00:00+00:00,1.38785,1.38989,1.38758,1.38875,5338,0
2018-02-08 04:00:00+00:00,1.38875,1.39173,1.38715,1.38804,8329,0
2018-02-08 08:00:00+00:00,1.38803,1.39078,1.38455,1.38716,11281,0
2018-02-08 12:00:00+00:00,1.38711,1.40665,1.38693,1.40042,23191,0
2018-02-08 16:00:00+00:00,1.40038,1.4005,1.38792,1.39219,20524,0
2018-02-08 20:00:00+00:00,1.39219,1.3937599999999999,1.38957,1.39355,7608,0
2018-02-09 00:00:00+00:00,1.39355,1.3945699999999999,1.39194,1.39359,7064,0
2018-02-09 04:00:00+00:00,1.39358,1.39867,1.39239,1.39781,7775,0
2018-02-09 08:00:00+00:00,1.39783,1.3979599999999999,1.38225,1.3836300000000001,14249,0
2018-02-09 12:00:00+00:00,1.3836300000000001,1.38411,1.37862,1.38049,16429,0
2018-02-09 16:00:00+00:00,1.38046,1.38195,1.37639,1.38058,15912,0
2018-02-09 20:00:00+00:00,1.38059,1.38323,1.38031,1.38247,3775,0
2018-02-11 20:00:00+00:00,1.38091,1.38266,1.38059,1.38236,2048,0
2018-02-12 00:00:00+00:00,1.38235,1.38595,1.38128,1.38595,4853,0
2018-02-12 04:00:00+00:00,1.38594,1.38721,1.38305,1.3832499999999999,6294,0
2018-02-12 08:00:00+00:00,1.38323,1.38754,1.3823699999999999,1.38532,11496,0
2018-02-12 12:00:00+00:00,1.38533,1.3857599999999999,1.37958,1.38086,13117,0
2018-02-12 16:00:00+00:00,1.3808799999999999,1.3832,1.38004,1.38258,7442,0
2018-02-12 20:00:00+00:00,1.38258,1.38529,1.3822999999999999,1.38486,4152,0
2018-02-13 00:00:00+00:00,1.3848500000000001,1.38486,1.3832200000000001,1.38413,4441,0
2018-02-13 04:00:00+00:00,1.38411,1.38708,1.38388,1.38564,6400,0
2018-02-13 08:00:00+00:00,1.3856600000000001,1.39239,1.38385,1.39024,12544,0
2018-02-13 12:00:00+00:00,1.39025,1.39174,1.38514,1.38812,11817,0
2018-02-13 16:00:00+00:00,1.38811,1.39031,1.38635,1.38771,7281,0
2018-02-13 20:00:00+00:00,1.3877,1.3896600000000001,1.3877,1.38837,4082,0
2018-02-14 00:00:00+00:00,1.38837,1.39207,1.38822,1.39178,5581,0
2018-02-14 04:00:00+00:00,1.39179,1.39196,1.38899,1.38957,6133,0
2018-02-14 08:00:00+00:00,1.38956,1.39055,1.3841700000000001,1.38476,9627,0
2018-02-14 12:00:00+00:00,1.38476,1.39724,1.37997,1.3959,19573,0
2018-02-14 16:00:00+00:00,1.39591,1.40063,1.39411,1.39855,13287,0
2018-02-14 20:00:00+00:00,1.3985699999999999,1.40164,1.39844,1.40146,5335,0
2018-02-15 00:00:00+00:00,1.40147,1.40209,1.3998599999999999,1.40137,6488,0
2018-02-15 04:00:00+00:00,1.40137,1.40583,1.40065,1.4053200000000001,7813,0
2018-02-15 08:00:00+00:00,1.4053499999999999,1.40769,1.40369,1.40455,10852,0
2018-02-15 12:00:00+00:00,1.40454,1.4099300000000001,1.40448,1.40551,14111,0
2018-02-15 16:00:00+00:00,1.40552,1.40918,1.4022299999999999,1.40916,11098,0
2018-02-15 20:00:00+00:00,1.40918,1.41083,1.4087,1.41038,4839,0
2018-02-16 00:00:00+00:00,1.41038,1.41238,1.40974,1.41188,4782,0
2018-02-16 04:00:00+00:00,1.41187,1.41443,1.41135,1.41168,6511,0
2018-02-16 08:00:00+00:00,1.41171,1.41337,1.40583,1.40612,11126,0
2018-02-16 12:00:00+00:00,1.40612,1.40617,1.4005,1.40391,12547,0
